
[1741610352.41] Global Path:
-0.00972198858443, -0.0301710550513
-0.0506514020361, -0.0368780558836
-0.0755941819488, -0.0385633891607
-0.10039734394, -0.0416952556624
-0.124942632391, -0.0464422650105
-0.149127050476, -0.0527754255053
-0.172836920214, -0.0607031294808
-0.195957800686, -0.0702124069663
-0.218811652345, -0.0803472948126
-0.241742560889, -0.0903044177637
-0.264802406204, -0.0999617055053
-0.288020179987, -0.109232182938
-0.311415718666, -0.118044133753
-0.334966134056, -0.126431890226
-0.358491372444, -0.134892888887
-0.38198990795, -0.143426366797
-0.405450296483, -0.152062841536
-0.42887711568, -0.160791631949
-0.452258921448, -0.169640203858
-0.475615550214, -0.178555151501
-0.498973704859, -0.187463232688
-0.522334148323, -0.196369787997
-0.545709850575, -0.205234381635
-0.569134380954, -0.213968512624
-0.592614605913, -0.22255081866
-0.616135266664, -0.231024787292
-0.63966279387, -0.23947663068
-0.663188032257, -0.247935340523
-0.686701063614, -0.25642990852
-0.710192732665, -0.264980934038
-0.733659987653, -0.273601387048
-0.757121902065, -0.282235572967
-0.780581527659, -0.290874336524
-0.804031997979, -0.299538277083
-0.827473313026, -0.308227394644
-0.850898606344, -0.316960762694
-0.874310166751, -0.325730751838
-0.897716386582, -0.334512948014
-0.921119554656, -0.343305062403
-0.944533403881, -0.352068948032
-0.967974718928, -0.360758065593
-0.991424426309, -0.36942353203
-1.01489931069, -0.378021096856
-1.03839708326, -0.386557626524
-1.06193910631, -0.394970559999
-1.08556200095, -0.403153848695
-1.10929170712, -0.411022043392
-1.13315187593, -0.418484354295
-1.15714250739, -0.425516367339
-1.18114153119, -0.432518625744
-1.20513979204, -0.439523935907
-1.22913576408, -0.446539164283
-1.25312105496, -0.453589487874
-1.2770956647, -0.460674143742
-1.30105501564, -0.467812968311
-1.32499987073, -0.474999858066
-1.34092623205, -0.483360911658
-1.34092593193, -0.483360767365

[1741610353.61] Global Path:
